id,name,price,onSale,color,material,condition,occasion,brand,manufacturer,hasHeels,countryOfOrigin
AVpe76PXLJeJML43ysUE,Danshuz Adult Black White Leather Superior Tone Tap Applause Shoes 4-12 Womens,115,FALSE,,,,,Danshuz,Danshuz,FALSE,
AVpe76Z7ilAPnD_xRQre,'isabel' Pointy Toe Bootie (women),228,FALSE,,,,,Johnston & Murphy,,FALSE,
AVpe77-Z1cnluZ0-aObP,Alfani Zurry Women  Pointed Toe Synthetic Black Flats,59,FALSE,Black,Synthetic,,,Alfani,Alfani,FALSE,
AVpe78GQLJeJML43ys_X,Bamboo Defeat-01x Women  Open Toe Synthetic  Slides Sandal,25,FALSE,,Synthetic,,,Bamboo,Bamboo,TRUE,
AVpe78kcilAPnD_xRRfD,Boulet Women's Rio Nomada Multi-tone Cowgirl Boot Square Toe - 4750,386.99,FALSE,Brown,,,,Boulet,,FALSE,
AVpe78Vx1cnluZ0-aOj_,Qupid Roma-03 Women  Round Toe Synthetic  Sneakers,50,FALSE,Gray,Synthetic,,,Qupid,Qupid,FALSE,
AVpe7-9-ilAPnD_xRSaG,Dr. Scholl's Women's Frankie Pu Taupe Ankle-high Synthetic Flat Shoe - 6m,43.86,FALSE,Taupe,,,Fashion,Dr. Scholl's,Dr. Scholl'S,FALSE,
AVpe79l3LJeJML43ytja,Yu&yu Women's Shoes Round Toe Wedge Heel Oxfords Shoes More Colors Available,154.22,FALSE,"Blue,Red,Black",,,,,Qianyuyu,FALSE,
AVpe79vxilAPnD_xRR7z,Calfskin Windham Sneaker,795,FALSE,Tan,,,,Ralph Lauren,,FALSE,
AVpe7A8C1cnluZ0-Z5FI,Nike Women's Studio Wrap 4 Training Shoe,55,FALSE,,Textile,,"Training Shoes,Dance Shoes",Nike,Nike,FALSE,
AVpe7ANkLJeJML43yXWW,Michael Michael Kors Cicely Wedge Women Us 7 Black Pre Owned 1661,34.99,FALSE,Black,Patent Leather,,,Michael Michael Kors,,TRUE,
AVpe7AnsLJeJML43yXgm,Handcrafted Women's Artisan Indian Slippers,35,FALSE,,Leather,,Halloween,Wonder Clothing,,FALSE,
AVpe7AY31cnluZ0-Z43r,Yu&yu Women's Shoes Leather Flat Heel Comfort/pointed Toe Flats Casual Black/silver/gold,57.77,FALSE,"Black,Gold,Silver",,,,,Qianyuyu,FALSE,
AVpe7b_ALJeJML43yhh5,Yu&yu Women's Shoes Round Toe Flat Heel Leather Oxfords Shoes More Colors Available,98.13,FALSE,"White,Light Blue",,,,,Qianyuyu,FALSE,
AVpe7bgV1cnluZ0-aCz4,Lucky Brand Parkerr   Round Toe Leather  Loafer,79,FALSE,Gray,Leather,,,Lucky Brand,Lucky Brand,TRUE,
AVpe7BzhilAPnD_xQ8Wh,Yu&yu Women's Shoes Leather Flat Heel Roller Skate Shoes/comfort/shoes & Matching Bags/round Toeflats/fashion Sneakers,98.13,FALSE,"White,Black,Green,Yellow,Orange,Burgundy",,,,,Qianyuyu,FALSE,
AVpe7c-cilAPnD_xRGQP,Steve Madden Orabela Women Us 9 Black Over The Knee Boot Pre Owned 1661,52.99,FALSE,Black,Suede,,,Steve Madden,,TRUE,
AVpe7clgLJeJML43yhub,Trina Turk Loyola Women  Open Toe Leather  Sandals,258,FALSE,"Orange,Red",Leather,,,Trina Turk,Trina Turk,TRUE,
AVpe7cv1ilAPnD_xRGLa,Bootsitootsi Rose Jelly Women Us 6 Black Flip Flop Sandal,34,FALSE,,Synthetic,,,BOOTSITOOTSI,,TRUE,
AVpe7cxCilAPnD_xRGLr,Lauren Ralph Lauren Marion Women Us 10 Brown Defect Blemish 1906,69.99,FALSE,Brown,Leather,,,Lauren Ralph Lauren,,TRUE,
AVpe7e8r1cnluZ0-aD-f,Womens Money Sign Tip Jar Dancer Shoes Clear High Platform Sandals Ankle Strap,63.95,FALSE,,Synthetic,,,Pleaser,,TRUE,
AVpe7eKfLJeJML43yiRV,"Hot-selling Brand New Latin Dance Shoes High Heel For Ladies/girls/women/ballroom Tango Shoes 7cm-black & Silver,black & Gold,4.5",19.52,FALSE,,,,,,Generic,FALSE,
AVpe7F021cnluZ0-Z6zY,Mia Bollywood    Open Toe Synthetic  Gladiator Sandal,70,FALSE,Black,Synthetic,,,Mia,MIA,TRUE,
AVpe7F3vilAPnD_xQ9xw,Rocket Dog Women's Torino Boot,59.95,FALSE,"Olive,Olive Aviator Canvas",,,,Rocket Dog Brands LLC,Rocket Dog Brands LLC,FALSE,
AVpe7FFzLJeJML43yZH2,Flojos Womens Black Fiesta Thong Sandals Summer Flip-flop Shoe Footwear (size 7),22.97,FALSE,,Synthetic,,,Flojos,Flojos,FALSE,
AVpe7Fp6LJeJML43yZUJ,Sidra Calfskin Sneaker,650,FALSE,Tan,,,,Ralph Lauren,,FALSE,
AVpe7G38LJeJML43yZw4,Ryka Flextra Women Us 7 White Cross Training,70,FALSE,,Synthetic,,,Ryka,,FALSE,
AVpe7G7f1cnluZ0-Z7Nd,Women's Cotton 'Spring Mint' Sweater (Guatemala) by Novica,71.99,FALSE,"Beige,White",,,,Novica,,FALSE,Guatemala
AVpe7GdiLJeJML43yZnT,Puma Pulse Xt V2 Filtered   Round Toe Canvas  Running Shoe,75,FALSE,Green,Canvas,,,PUMA,Puma,FALSE,
AVpe7gDuilAPnD_xRHUP,Boreal Climbing Shoes Womens Lightweight Bamba Olivia Olive 30404,129,FALSE,Olive,,,,Boreal,Boreal,FALSE,
AVpe7gKM1cnluZ0-aEbv,"Sneed- Non Customizable Women's Dance Shoes Latin Suede Cuban Heel Outdoor More Colors, Blue-us5 / Eu35 / Uk3 / Cn34 , Blue-us5 / Eu35 / Uk3 / Cn34",72,FALSE,,,,,,SNEED,FALSE,
AVpe7HdxLJeJML43yZ_V,'1964 Premium Canvas' Waterproof Wedge Bootie (women),153.9,FALSE,,,,,SOREL,,FALSE,
AVpe7hhG1cnluZ0-aE6i,"Sneed- Non Customizable Women's Dance Shoes Latin Satin/paillette Stiletto Heel Black/blue/brown/pink/red/silver/gold/leopard, Leopard-us6 / Eu36 / Uk4 / Cn36 , Leopard-us6 / Eu36 / Uk4 / Cn36",53,FALSE,,,,,,SNEED,FALSE,
AVpe7In41cnluZ0-Z71O,Eralise Wedge Sandal,895,FALSE,Natural Multi,,,,Ralph Lauren,,FALSE,
AVpe7IVailAPnD_xQ-s7,Yu&yu Women's Shoes Comfort Round Toe Chunky Heel Loafers Shoes More Colors Available,196.29,FALSE,"Black,Purple",,,,,Qianyuyu,FALSE,
AVpe7JbC1cnluZ0-Z8H7,Propet Simone Women Us 7 Black Mid Calf Boot,130,FALSE,,Suede,,,Propet,,TRUE,
AVpe7jiwilAPnD_xRIff,"Okabashi Women Wave Slide Flip Flop Sandal Shoe Footwear (black & Silver, Large)",20.96,FALSE,,Rubber,,,OKABASHI,Okabashi,FALSE,
AVpe7JoJilAPnD_xQ_KS,Women's Beacon Shoes Drizzle Black Plaid Polyurethane,55.96,FALSE,Black,,,,Beacon Shoes,,FALSE,United States
AVpe7KATLJeJML43ya7p,H051 Faux Suede Wedge Very High Heel Nude Shoes,79.98,FALSE,,Faux Suede,,,,ShuWish UK,FALSE,
AVpe7kGk1cnluZ0-aFyA,Women's Cotton 'Midnight Jewel' Blouse (India) by Novica,59.99,FALSE,"Black,Grey",,,Casual,Novica,,FALSE,India
AVpe7kq1LJeJML43ykjb,Michael Antonioreg Women's Lamonte Brown/leopard Print Stiletto Bootie,54.99,FALSE,BrownLeopard,,,,Michael Antonioreg,,TRUE,
AVpe7LU1ilAPnD_xQ_zl,Hush Puppies Womens Delsie,28.99,FALSE,Bone Cloud,Patent Leather,,,Hush Puppies,Hush Puppies,FALSE,
AVpe7MCp1cnluZ0-Z9Hn,Bearpaw Womens Abigail Suede Sheepskin Boot Shoe Hickory Ii Us 11,59.22,FALSE,Hickory,Suede,,Boots,Bearpaw,Bearpaw,TRUE,
AVpe7mOkilAPnD_xRJam,Tia Patent Pu Leather Stiletto Very High Heel Red Peep Toe Shoes Size 6,69.98,FALSE,,Synthetic,,,,ShuWish UK,FALSE,
AVpe7Mx6LJeJML43yb-L,Easy Spirit Hadley   Open-toe Leather  Slingback Sandal,70,FALSE,Beige,Leather,,,Easy Spirit,Easy Spirit,TRUE,
AVpe7n58LJeJML43ylvo,Nine West Carlacay Women  Open Toe Leather  Platform Heel,89,FALSE,,Leather,,,Nine West,Nine West,TRUE,
AVpe7neNLJeJML43ylk5,'celindan' Cutout Ballet Flat (women),97.95,FALSE,,,,,Vince Camuto,,FALSE,
AVpe7NlkilAPnD_xRAoG,Tommy Hilfiger Chipotl Women  Open Toe Canvas Yellow Thong Sandal,29,FALSE,,Canvas,,,Tommy Hilfiger,Tommy Hilfiger,TRUE,
AVpe7nlu1cnluZ0-aHC1,Brianna Leigh Isabella   Peep-toe Canvas  Open Toe,133,FALSE,White,Canvas,,,Brianna Leigh,Brianna Leigh,TRUE,
AVpe7NVXilAPnD_xRAit,'verona' Weatherproof Bootie (women) (nordstrom Exclusive),324.9,FALSE,,,,,Aquatalia,,FALSE,
AVpe7Nz7LJeJML43ycXJ,Fringe Sneaker (women),675,FALSE,,,,,Tod's,,FALSE,
AVpe7O0ELJeJML43ycuu,Skechers Flex Appeal Wildflowers Women Round Toe Synthetic Blue Cross Training,70,FALSE,,Synthetic,,,SKECHERS,Skechers,FALSE,
AVpe7oBLilAPnD_xRKGk,Nike Women's Roshe One Br Running Shoe,75,FALSE,,,,,Nike,,FALSE,
AVpe7olR1cnluZ0-aHZz,Guess Honora Women  Peep-toe Synthetic Bronze Heels,50.59,FALSE,"Light Natural Leather,Dark Natural,Beige,Brown",Synthetic,,Special Occasion,GUESS,Guess,TRUE,
AVpe7pbrilAPnD_xRKn9,Soda Sue-s Women's Summer Single Band Bow Peep Toe Platform Wedge Sandal Shoes,29.99,FALSE,"Beige,Black",,,Casual,Soda,,TRUE,
AVpe7PO5LJeJML43yc50,"Totes Isotoner Size L Womens Terry Scalloped Embroidered Clog Slippers, Heather Grey",26,FALSE,,,,,Totes Isotoner,,FALSE,
AVpe7pVi1cnluZ0-aHrp,Yu&yu Women's Shoes Pointed Toe Low Heel Loafers With Metallic Toe Shoes More Colors Available,182.26,FALSE,"Blue,Red",,,,,Qianyuyu,FALSE,
AVpe7qbIilAPnD_xRK-E,Geox Women's D Jolanda 15 Dress Sandal,56.3,TRUE,,,,,Geox,,FALSE,
AVpe7QHUilAPnD_xRBmf,Descendant V3 Women's Running Shoes,50,FALSE,,,,,Puma,,FALSE,
AVpe7qJGLJeJML43ymi8,G Antini Women's Pointed Toe Crocodile Effect Pu Soft Lined Flats Black (size 8),46.99,FALSE,,100% PU,,,G Antini,,FALSE,
AVpe7qLt1cnluZ0-aH_I,Women's Lace Up Athletic Winter Boot,29.84,FALSE,Grey,,,,Unbranded,,FALSE,
AVpe7qSkLJeJML43yml1,Women's Fila Memory Proficient White/Sugar Plum/Metallic Silver,51.96,FALSE,,,,,Fila,,FALSE,
AVpe7quQilAPnD_xRLFJ,"Orthaheel Active Men's / Women's Full Length Orthotics - Size Women's 6.5-8, Men's 5.5-7",38,FALSE,,,,,Patterson Medical,Vasyli LLC,FALSE,
AVpe7rtS1cnluZ0-aIhX,"2015 Adidas duramo Cross X Gtx"" Women's Running Shoes Sz 7 Green $125 #b40387""",60,FALSE,Green,Synthetic,New without box,,adidas,,FALSE,
AVpe7RuWLJeJML43yd26,Michael Michael Kors Pratt Slip On Women  Round Toe Leather  Sneakers,195,FALSE,Black,Leather,,,MICHAEL Michael Kors,MICHAEL Michael Kors,FALSE,
AVpe7s2jLJeJML43ynfg,Easy Spirit Kaali Women  Round Toe Suede Purple Walking Shoe,70,FALSE,,Suede,,,Easy Spirit,Easy Spirit,FALSE,
AVpe7sbXilAPnD_xRLqp,Breckelle's Gail-26 Women Short Ankle Block Heel Fringe Round Toe Booties Boot Shoe Suede Beige,69.99,FALSE,Beige,,,,Breckelle's,,TRUE,
AVpe7sKfLJeJML43ynQH,"Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia, Bronze-us6.5-7 / Eu37 / Uk4.5-5 / Cn37 , Bronze-us6.5-7 / Eu37 / Uk4.5-5 / Cn37",148,FALSE,,,,,,SNEED,FALSE,
AVpe7skULJeJML43ynYn,Minnetonka Women's Thunderbird Softsole Ankle-high Leather Flat Shoe,43.11,FALSE,"Brown,Natural",Leather,,Fashion,Minnetonka,Minnetonka,FALSE,
AVpe7s-s1cnluZ0-aI97,Ramon Tenza Taylor   Round Toe Synthetic  Flats,185,FALSE,,Synthetic,,,Ramon Tenza,Ramon Tenza,TRUE,
AVpe7SZmilAPnD_xRCeX,Alegria Women's Classic Pro Shoe,129.95,FALSE,,,,,Alegria,,FALSE,
AVpe7TAr1cnluZ0-Z_xC,Walking Cradles Flick   Round Toe Leather  Flats,100,FALSE,Brown,Leather,,,Walking Cradles,Walking Cradles,TRUE,
AVpe7TEQ1cnluZ0-Z_yk,Yoki Women's Senator-3 Red Gladiator Platform Heels,30.19,FALSE,,,,,Yoki,,FALSE,
AVpe7todilAPnD_xRMGI,Women's Work Range Jogger,109,FALSE,Black Suede,,,,Blundstone,,FALSE,
AVpe7ubI1cnluZ0-aJf6,Momo Women's High Heeled Bootie With Rhinestones and Studded Ankle Belt,26.25,FALSE,"Ivory,Black",,,,Mo Mo,,FALSE,
AVpe7ubSLJeJML43yoDX,Antelope 769 Ankle Booties Leather Comfort Women's Shoes,230,FALSE,,,,,Antelope,,FALSE,
AVpe7UOq1cnluZ0-aAJr,Frye Melissa Button Zip Short Boot Women  Round Toe Leather Black Ankle Boot,390,FALSE,,Leather,,,Frye,Frye,FALSE,
AVpe7V6BilAPnD_xRDta,Propet Women Vista Strap Oxfords,78.95,FALSE,,Leather,,,Propet,Propet,FALSE,
AVpe7-va1cnluZ0-aPej,Bamboo Nadya-30 Women  Open Toe Synthetic  Thong Sandal,26,FALSE,,Synthetic,,,Bamboo,Bamboo,TRUE,
AVpe7VBbLJeJML43yfCQ,Propet Leona Women Us 7.5 Gray Mary Janes,79,FALSE,Gray,Canvas,,,Propet,Propet,TRUE,
AVpe7vNAilAPnD_xRMsN,Alfani Lyrra   Peep-toe Synthetic  Heels,81,FALSE,Black,Synthetic,,,Alfani,Alfani,FALSE,
AVpe7vQx1cnluZ0-aJz0,Moda Essentials Womens Cold Weather Duck Toe Snow Hiking Boots Booties,75,FALSE,,,,,Moda Essentials,,TRUE,
AVpe7Vs_LJeJML43yfS4,Mia Janette Women  Pointed Toe Synthetic  Heels,60,FALSE,Gray,Synthetic,,,Mia,MIA,TRUE,
AVpe7VyAilAPnD_xRDqh,Women's Air Max 1 Mid Sneakerboot Wp Boots,79.99,FALSE,"BLACKVOLT-ANTHRCT-MTLLC SLVR,BLACKVOLT-ANTHRCT-MTLLC SILVER",,,,Nike,,FALSE,
AVpe7x3BLJeJML43ypR4,Diane Von Furstenberg Women's Darling Dress Sandal,250,FALSE,,,,,Diane von Furstenberg,,FALSE,
AVpe7XgcLJeJML43yf9c,La Gear Ladies La Lights Latw80-3 Red Black Womens Us Size 7.5,99.88,FALSE,RED,,New with box,,LA GEAR,,FALSE,
AVpe7y6QilAPnD_xRN9o,Durango Women's Rd5414 Boot,174.95,FALSE,Sandy Brown Leather,,,,Durango,,FALSE,
AVpe7y9hilAPnD_xRN_b,Splendid Firefly   Open Toe Synthetic  Flip Flop Sandal,49,FALSE,Orange,Synthetic,,,Splendid,Splendid,TRUE,
AVpe7ycqilAPnD_xRNyw,Yu&yu Women's Shoes Flat Heel Round Toe Fashion Sneakers Casual Blue/red/navy,61.97,FALSE,"Red,Light Blue,Navy",,,,,Qianyuyu,FALSE,
AVpe7YTkilAPnD_xREn7,Originals Women's Retros Og 82 Fashion Sneaker,27.36,FALSE,"GrayNavy,Black,BlackHot Pink,Navy Shimmers,Navy Weave,Burgundy Shimmers,Navyaqua,White Shimmers,Gray,Burgundy,Black Weave,Navy,GreyMint,Olive Shimmers",,,,Skechers,,FALSE,
AVpe7YvUilAPnD_xREyl,"Sky-309uv, 7'' Heel 2 3/4'' Ankle Strap Sandal Neon Uv Reactive Shoes",59.95,FALSE,"Neon Blue,Neon Green",,,,PleaserUSA,PleaserUSA,FALSE,
AVpe7zgkilAPnD_xROMx,Ellie Shoes Fuchsia 5 Heel Close Toe Pump Bp553-dolceel Fuschia,86.92,FALSE,Fuschia,,,,ELLIE SHOES,ELLIE SHOES,FALSE,
AVpe7ZH51cnluZ0-aCAA,Beston AB02 Women's Ankle Strap Studded Espadrilles by Refresh,34.99,FALSE,"Beige,Black,Red",,,,Refresh,,TRUE,China
AVpe7ZhcLJeJML43ygto,Butterfly Twists Womens Windsor Rubber Cuffed Rain Boots,42.99,FALSE,,Man Made,,,Butterfly Twists,Butterfly Twists,TRUE,
AVpe7ZL7ilAPnD_xRE92,Nine West Hear Me Out Women  Round Toe Canvas Silver Sneakers,89,FALSE,Silver,Canvas,,,Nine West,Nine West,FALSE,
AVpe7ZZQ1cnluZ0-aCGP,Reneeze AC33 Women's Stacked Chunky Heels Side-zipper Ankle Booties,27.99,FALSE,"Black,Brown,Khaki,Tan,Cognac",,,Casual,Reneeze,,TRUE,
AVpe8_AFilAPnD_xRpsp,Kamik Jennifer Rain Boot - Women&#39;s,54.98,FALSE,"Black,Green,Olive",,,,Kamik,Kamik,FALSE,
AVpe8_Kk1cnluZ0-am4w,Toms Women's Palmera Slipon Linen Ankle-high Fabric Flat Shoe,46.99,FALSE,Natural,Jute,,,TOMS,Toms,FALSE,
AVpe8_xx1cnluZ0-anH5,"Fiel 9751 Womens Blake Bronze Leather Flat Loafers Shoes 10 Medium (b,m) Bhfo",55.88,FALSE,Bronze,Unknown,New with box,,FIEL,,FALSE,
AVpe80UhilAPnD_xRl1v,Yu&yu Women's Wedge Heel Comfort Loafers Shoes(more Colors),98.13,FALSE,"White,Black,Yellow",,,,,Qianyuyu,FALSE,
AVpe82QkilAPnD_xRmjx,Nike Air Royalty Women Us 7.5 White Sneakers,80,FALSE,,Leather,,,Nike,,FALSE,
AVpe82YQilAPnD_xRmmm,"Sneed- Customizable Women's Dance Shoes Latin/salsa Satin Customized Heel Black/blue/yellow/pink/purple/red/white/fuchsia, Yellow-us8 / Eu39 / Uk6 / Cn39 , Yellow-us8 / Eu39 / Uk6 / Cn39",86,FALSE,,,,,,SNEED,FALSE,
AVpe83Dx1cnluZ0-aj-R,T K Women's Fashion Bow Open Toe Wedge Sandal,59.99,FALSE,Black,,,,T K,,FALSE,
AVpe83yB1cnluZ0-akNZ,Audrey Brooke Corrine Women  Open Toe Leather  Sandals,139,FALSE,,Leather,,,Audrey Brooke,Audrey Brooke,FALSE,
AVpe84ilLJeJML43zC-H,Nike W Roshe Ld-1000 Print Women  Round Toe Synthetic Blue Sneakers,90,FALSE,,Synthetic,,,Nike,Nike,FALSE,
AVpe85B8ilAPnD_xRngc,Carson Running Shoes,60,FALSE,"Black-white,Virtual Pink-fluo Pink,Blueprint-omphalodes,Black-periscope,Periscope-purple Cactus Flower",,,,Puma,,FALSE,
AVpe85CR1cnluZ0-akpX,Womens Black Multi Running Shoe,9.87,FALSE,,,,,Generic,,FALSE,
AVpe85N91cnluZ0-aktg,Yu&yu Women's Spring and Autumn All-match Platform Wedge Pumps (more Colors),106.54,FALSE,"Blue,Red,Black",,,,,Qianyuyu,FALSE,
AVpe85oo1cnluZ0-ak3w,Lucchese M5015.s54 Womens 10.5 B Metal Studded Brown Calfskin Boots No Reserve,215.5,FALSE,Brown,Leather,New with box,,Lucchese,,TRUE,
AVpe86OH1cnluZ0-alFk,Nike Women's Dual Fusion Trail Running Shoe,80,FALSE,,Mesh,,Running Shoes,Nike,Nike,FALSE,
AVpe87IRLJeJML43zD6F,Tamarac Fluff   Round Toe Suede  Slipper,40,FALSE,,Suede,,,Tamarac,Tamarac,FALSE,
AVpe87T1LJeJML43zD-D,Antelope 565 Oxfords Leather Comfort Women's Shoes,210,FALSE,,,,,Antelope,,FALSE,
AVpe882YilAPnD_xRo7m,Ugg Australia Lizzy   Moc Toe Suede  Loafer,140,FALSE,,Suede,,,Ugg Australia,Ugg Australia,TRUE,
AVpe88dN1cnluZ0-al64,Top Moda Bag-1 Women's Mid-calf Low Heel Round Toe Big Buckle Zipper Dress Causal Boots Shoes,39.99,FALSE,"Tan,Taupe,White,Black",,,Casual,Top Moda,,TRUE,
AVpe88NMLJeJML43zESz,Propet Khloe Women  Open-toe Leather  Slingback Sandal,74,FALSE,Beige,Leather,,,Propet,Propet,TRUE,
AVpe890lilAPnD_xRpRt,'elka' Sandal (women),69.9,FALSE,,,,,BCBGeneration,,FALSE,
AVpe89YCilAPnD_xRpIF,Mooglyz Rainboots - Mst-382a: Lady Rubber Black Swirl Plaid Rain Boot,21,FALSE,Black,,,Casual,Mooglyz,,TRUE,
AVpe8akkilAPnD_xRcMa,"Silverts 103500103 Womens Foamtread Slipper Cloth Tie Brand - Rose, Size 6",50.19,FALSE,,,,,Silvert's,,FALSE,
AVpe8AM8ilAPnD_xRS3t,"Lip-101r, 5&apos;&apos; Stiletto Heel  Slide Sandal",46.45,FALSE,,,,,PleaserUSA,PleaserUSA,FALSE,
AVpe8aoz1cnluZ0-aZY6,Jessica Simpson Maggey Women  Open Toe Leather  Wedge Sandal,110,FALSE,,Leather,,fashion,Jessica Simpson,Jessica Simpson,FALSE,
AVpe8AY11cnluZ0-aQF1,Propet Travellite Slip-on Woven Women W Round Toe Synthetic Blue Walking Shoe,51.95,FALSE,,Synthetic,,,Propet,Propet,FALSE,
AVpe8B4H1cnluZ0-aQku,Mcrae Industrial Work Shoes Womens Lacer Composite Toe Tan Mr41301,57,FALSE,Tan Turquoise,,,,McRae Industrial,McRae Industrial,FALSE,
AVpe8BSrLJeJML43yu4w,Ines Suede Pump,550,FALSE,Taupe,,,,Ralph Lauren,,FALSE,
AVpe8BUhLJeJML43yu5u,True Linkswear Women True Scottsdale Sneakers,89.25,FALSE,Pink,,New,,TRUE linkswear,True Linkswear,FALSE,
AVpe8C1sLJeJML43yvao,Callisto Flora Women  Open Toe Synthetic  Wedge Sandal,69,FALSE,Orange,Synthetic,,,Callisto,Callisto,TRUE,
AVpe8c1ULJeJML43y4nO,American Rag Mila   Round Toe Synthetic  Over The Knee Boot,40.59,FALSE,Black,Synthetic,,,American Rag,American Rag,FALSE,
AVpe8c9OLJeJML43y4qH,Bogs 1654 Womens Gray Plaid Waterproof Rubber Insulated Boots Shoes 6 Bhfo,29,FALSE,Dark Gray,Rubber,New with box,,Bogs,,FALSE,
AVpe8cGQ1cnluZ0-aZ7c,Alfani Syssy Women Us 9 Red Mary Janes,79,FALSE,,Suede,,,Alfani,,TRUE,
AVpg6DHP1cnluZ0-7z1l,Yu&yu Women's Shoes Round Toe Flat Heel Flats Shoes More Colors Available,57.17,FALSE,"Blue,White,Black,Yellow,Pink",,,,,Qianyuyu,FALSE,
AVpe8cW-LJeJML43y4cG,Riverberry Womens Morris Rhinestone-embellished T-strap Sandals,25.49,FALSE,"Black,Lemon,Melon,Mint,Natural,Sky Blue",,,,Riverberry,,FALSE,
AVpe8Dw4LJeJML43yvvR,"Dan Post Women's Serrano Western Boot, Tan/bay Apache, 6.5 M Us",219.95,FALSE,,,,,Dan Post,,FALSE,
AVpe8EBNLJeJML43yv1O,"Sneed- Women's Dance Shoes Latin Pu Low Heel (more Colors), Blue-us11.5 / Eu29 / Uk10.5 Little Kids , Blue-us11.5 / Eu29 / Uk10.5 Little Kids",62,FALSE,,,,,,SNEED,FALSE,
AVpe8eew1cnluZ0-aaz7,Marc Fisher Grande Women Us 5.5 Brown Open Toe Gladiator Sandal,89,FALSE,,Leather,,,Marc Fisher,,TRUE,
AVpe8-Eu1cnluZ0-amhQ,"Hot-selling Brand New Latin Dance Shoes High Heel For Ladies/girls/women/ballroom Tango Shoes 7cm-knotted Brown,6",17.14,FALSE,,,,,,Generic,FALSE,
AVpe8fE1ilAPnD_xRd5r,Joules Welly Print Black Synthetic Rubber Tall Rain Boots,73.99,FALSE,"Black,Green,Multi",,,,Joules,,TRUE,
AVpe8fEC1cnluZ0-abCM,Baretraps Saldana   Round Toe Synthetic  Mid Calf Boot,120,FALSE,Black,Synthetic,,,BareTraps,Baretraps,TRUE,
AVpe8FrLilAPnD_xRUyN,Yu&yu Women's Shoes Pointed Toe Chunky Heel Oxfords Shoes More Colors Available,126.18,FALSE,"Black,Beige,Burgundy,Brown",,,,,Qianyuyu,FALSE,
AVpe8fTRLJeJML43y5lo,Haflinger Ls14 Women Us 9 Multi Color Clogs Eu 40,105,FALSE,,Leather,,,HAFLINGER,,TRUE,
AVpe8g35ilAPnD_xRehq,Soda Bio-s Women's Criss Cross Ankle Strap Side Zipper Riding Boots,54.98,FALSE,COGNAC,,,Casual,Soda,,TRUE,
AVpe8gBZ1cnluZ0-abYq,Ignite Xt Women's Training Shoes,100,FALSE,,,,,Puma,,FALSE,
AVpe8GlFilAPnD_xRVGZ,Coach Womens's Piccadilly Jellythong Sandal,44.19,FALSE,,,,,Coach,Coach,FALSE,
AVpe8gQWilAPnD_xReUO,Marc Fisher Alining 2 Women  Open Toe Synthetic  Slides Sandal,59,FALSE,Brown,Synthetic,,,Marc Fisher,Marc Fisher,FALSE,
AVpe8GqXilAPnD_xRVIX,Vibram Women's Vi-s Fitness and Yoga Shoe,68.13,FALSE,BeigeRoyal Purple,Mesh,,,Vibram,Vibram,FALSE,
AVpe8gtdLJeJML43y6Et,Easy Spirit Rickeeta Women  Round Toe Leather Bronze Heels,80,FALSE,Multicolor,Leather,,,Easy Spirit,Easy Spirit,TRUE,
AVpe8gX3LJeJML43y58-,Beacon Jamie Gored  N/s Round Toe Canvas  Loafer,60,FALSE,,Canvas,,,Beacon,Beacon,TRUE,
AVpe8h0MLJeJML43y6eb,"Totes Isotoner Size Large Womens Terry Classic Ballerina Slippers, White With Stripes",22,FALSE,,,,,Totes Isotoner,,FALSE,
AVpe8HqsLJeJML43yxKE,Vans Authentic Men  Round Toe Canvas Multi Color Sneakers,45,FALSE,Multicolor,Canvas,,,VANS,VANS,FALSE,
AVpe8HWhLJeJML43yxCj,"Sneed- Non Customizable Women's Dance Shoes Belly/latin/salsa/samba Leatherette/sparkling Glitter/synthetic Stiletto Heel, Silver-us6-6.5 / Eu38 / Uk5-5.5 / Cn38 , Silver-us6-6.5 / Eu38 / Uk5-5.5 / Cn38",62,FALSE,,,,,,SNEED,FALSE,
AVpe8i_1LJeJML43y66h,Pelle Moda Poppy Women  Open Toe Leather  Platform Sandal,225,FALSE,Multicolor,Leather,,,Pelle Moda,Pelle Moda,TRUE,
AVpe8i50ilAPnD_xRfQ6,New Balance Wl501   Round Toe Synthetic  Sneakers,100,FALSE,Gray,Synthetic,,,New Balance,New Balance,FALSE,
AVpe8IMq1cnluZ0-aS5N,Toms Women's Avalon Slipon Canvas W Red Textured Diamond Ankle-high Canvas Flat Shoe - 7.5m,63.92,FALSE,Red Textured Diamond,,,,TOMS,Toms,FALSE,
AVpe8jpO1cnluZ0-acuA,Tahari Dina   Pointed Toe Leather  Ankle Boot,149,FALSE,Green,Leather,,,Elie Tahari,Tahari,FALSE,
AVpe8Js2ilAPnD_xRWMp,Sm New York Women's Phoenix Black Moto Boot,64.99,FALSE,Black,,,Casual,SM New York,,TRUE,
AVpe8JwH1cnluZ0-aTaY,Miz Mooz Ruthy Women Us 8.5 Black Wedge Sandal Uk 6.5 Eu 39,100,FALSE,,Leather,,,MIZ MOOZ,,TRUE,
AVpe8K4ZLJeJML43yySO,'mobile' Leather Wedge Espadrille Sandal (women),198,FALSE,,,,,Bettye Muller,,FALSE,
